Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
Charged Off,11935,Short Term,720,4,Rent,34811,DebtConsolidation,626.6,15,26,11,1,8476,13020,1,0
Charged Off,14348,Short Term,731,9,Rent,91669,DebtConsolidation,1650.04,19.1,36,14,1,13542,17034,1,0
Charged Off,14816,Short Term,714,9,Rent,98770,DebtConsolidation,1242.85,31.6,15,11,1,11498,16103,1,0
Charged Off,17372,Short Term,737,7,Mortgage,38718,DebtConsolidation,509.79,15.3,NA,11,1,7738,12015,1,0
Charged Off,28254,Short Term,726,1,Mortgage,72137,Other,961.82,15.8,NA,18,0,29265,89224,0,0
Charged Off,17510,Long Term,709,10,Mortgage,49815,DebtConsolidation,1237.08,24.3,8,20,0,28381,78400,0,0
Charged Off,17238,Short Term,736,3,Rent,64025,DebtConsolidation,1835.38,25,NA,7,0,9565,16240,0,0
Charged Off,11537,Short Term,717,1,Mortgage,45144,DebtConsolidation,853.97,18.2,NA,11,1,7769,11441,1,0
Charged Off,24562,Short Term,718,3,Rent,48100,DebtConsolidation,625.3,12.3,NA,7,0,15391,22734,0,0
Charged Off,19930,Short Term,735,0.5,Rent,80465,DebtConsolidation,918.64,18,27,13,0,15206,20716,0,0
Charged Off,4883,Short Term,712,1,Rent,30275,DebtConsolidation,711.45,9.1,NA,9,0,5697,9671,0,0
Charged Off,17048,Long Term,722,0.5,Rent,39996,DebtConsolidation,569.94,19.4,62,11,0,3980,20304,0,0
Charged Off,15371,Long Term,631,1,Own Home,38939,HomePurchase,395.87,16.3,NA,9,0,32993,49097,0,0
Charged Off,33652,Short Term,643,10,Mortgage,76598,HomeImprovements,1129.81,35,47,27,0,40970,171424,0,0
Charged Off,3024,Long Term,737,1,Mortgage,97776,DebtConsolidation,449.77,31.4,6,13,0,2163,10301,0,0
Charged Off,9920,Long Term,737,3,Own Home,43648,DebtConsolidation,1254.88,28.7,NA,10,0,9479,33027,0,0
Charged Off,10291,Short Term,742,10,Own Home,60766,DebtConsolidation,876.04,22,NA,10,0,9392,11859,0,0
Charged Off,35630,Long Term,665,6,Rent,108926,DebtConsolidation,1661.12,26.7,22,32,0,17417,22708,0,0
Charged Off,12177,Short Term,747,8,Mortgage,105990,BusinessLoan,579.42,23.5,NA,22,0,627,78391,0,0
Charged Off,9767,Long Term,695,10,Own Home,60555,DebtConsolidation,174.6,18.3,7,11,0,2877,13383,0,0
Charged Off,21416,Short Term,749,5,Mortgage,100960,DebtConsolidation,1665.84,16.5,NA,17,0,38887,64596,0,0
Charged Off,20639,Long Term,650,10,Mortgage,83971,DebtConsolidation,1525.47,7.8,NA,16,0,21637,30647,0,0
Charged Off,7857,Short Term,709,5,Rent,43496,DebtConsolidation,706.82,7.5,NA,7,0,10512,11195,0,0
Charged Off,6082,Short Term,720,10,Own Home,31517,DebtConsolidation,738.02,19.4,70,19,0,7027,24919,0,0
Charged Off,13167,Long Term,700,6,Mortgage,36817,Other,730.21,12.2,NA,7,0,6820,15643,0,0
Charged Off,20305,Long Term,736,1,Rent,47346,DebtConsolidation,1117.36,17.3,NA,10,0,23597,45204,0,0
Charged Off,18043,Short Term,741,10,Mortgage,52125,DebtConsolidation,420.48,18.5,29,12,1,12104,26485,1,0
Charged Off,9668,Short Term,647,2,Rent,60426,MedicalBills,555.92,9.8,NA,6,0,22105,22261,0,0
Charged Off,11768,Long Term,595,0.5,Mortgage,56282,DebtConsolidation,914.57,21.2,64,11,0,14437,17713,0,0
Charged Off,4124,Short Term,655,10,Rent,37444,Other,377.56,16,NA,10,0,18801,25406,0,0
Charged Off,13239,Short Term,732,3,Mortgage,49490,DebtConsolidation,709.36,17,41,11,0,16262,21684,0,0
Charged Off,15923,Long Term,734,7,Rent,49760,DebtConsolidation,1082.7,17.7,NA,15,0,6096,23445,0,0
Charged Off,2943,Short Term,735,5,Own Home,35320,MedicalBills,515.08,9.3,26,9,0,4036,7747,0,0
Charged Off,14718,Long Term,706,7,Rent,42192,DebtConsolidation,850.87,20.5,21,10,0,4124,10684,0,0
Charged Off,8466,Short Term,695,1,Mortgage,25896,DebtConsolidation,211.05,8.6,NA,5,0,7257,7474,0,0
Charged Off,7336,Short Term,742,10,Own Home,32605,DebtConsolidation,282.57,24.5,NA,9,0,7352,38494,0,0
Charged Off,10937,Short Term,687,4,Mortgage,86479,HomePurchase,204.67,16.2,56,4,0,4710,4983,0,0
Charged Off,12563,Long Term,657,3,Mortgage,39492,DebtConsolidation,1010.33,12.1,45,16,0,11465,21631,0,0
Charged Off,11951,Long Term,639,10,Mortgage,137144,DebtConsolidation,1508.58,22.2,36,22,0,15870,18916,0,0
Charged Off,30363,Long Term,683,8,Rent,101210,DebtConsolidation,1383.21,12.8,39,23,0,30685,88941,0,0
Charged Off,5594,Short Term,713,2,Mortgage,40959,DebtConsolidation,942.06,12.8,NA,8,0,16625,18190,0,0
Charged Off,15802,Long Term,736,10,Rent,31603,DebtConsolidation,503.8,17.2,NA,9,0,1880,20894,0,0
Charged Off,19698,Short Term,732,10,Mortgage,64019,DebtConsolidation,348.9,22.9,23,7,0,11178,14766,0,0
Charged Off,8776,Short Term,737,1,Mortgage,31879,DebtConsolidation,310.82,14.7,NA,7,0,2027,6124,0,0
Charged Off,14903,Short Term,728,10,Mortgage,173863,DebtConsolidation,801.22,13.2,77,7,0,2611,3677,0,0
Charged Off,12883,Long Term,714,6,Rent,40260,DebtConsolidation,741.46,15,NA,13,0,10642,13286,0,0
Charged Off,14909,Short Term,730,7,Rent,49695,DebtConsolidation,931.78,13,NA,11,0,11618,23143,0,0
Charged Off,16128,Long Term,721,7,Rent,36288,DebtConsolidation,795.31,34.4,NA,13,0,22448,44364,0,0
Charged Off,14538,Long Term,709,1,Mortgage,36345,DebtConsolidation,439.17,14.1,NA,8,1,9892,15903,1,0
Charged Off,15047,Short Term,736,0.5,Mortgage,42788,DebtConsolidation,211.8,32,NA,5,0,7498,10532,0,0
Charged Off,20130,Short Term,734,10,Own Home,51935,HomeImprovements,9.95,23.6,NA,3,0,41,20633,0,0
Charged Off,9271,Short Term,725,0.5,Mortgage,59090,DebtConsolidation,763.25,31.1,10,28,0,25084,55008,0,0
Charged Off,15026,Short Term,705,1,Rent,35777,DebtConsolidation,810.94,10.4,NA,8,1,3823,13003,0,1
Charged Off,15938,Long Term,680,8,Rent,70444,BusinessLoan,314.06,17.7,NA,4,0,31466,31880,0,0
Charged Off,7074,Short Term,652,3,Own Home,31440,DebtConsolidation,686.44,18.8,NA,10,1,21947,27298,1,0
Charged Off,13987,Short Term,747,3,Mortgage,128857,DebtConsolidation,2147.62,31.3,NA,14,0,110585,179814,0,0
Charged Off,14642,Short Term,751,10,Mortgage,70279,CarPurchase,1083.47,15.6,21,18,0,8244,41016,0,0
Charged Off,14288,Long Term,619,3,Own Home,51030,DebtConsolidation,820.74,51.7,32,17,0,9550,22260,0,0
Charged Off,17595,Short Term,734,9,Mortgage,68425,DebtConsolidation,832.51,12,16,9,2,7731,9874,1,0
Charged Off,21344,Short Term,702,10,Rent,109536,Other,1241.41,9.9,NA,7,0,4611,6043,0,0
Charged Off,5923,Short Term,741,6,Mortgage,50145,DebtConsolidation,1203.47,8.5,NA,13,1,11381,27558,1,0
Charged Off,25026,Long Term,710,10,Rent,70924,DebtConsolidation,1057.95,30.8,NA,12,1,22585,29068,1,0
Charged Off,7092,Short Term,694,1,Rent,40524,DebtConsolidation,807.11,17.6,NA,11,0,4948,9817,0,0
Charged Off,19392,Long Term,731,4,Mortgage,52577,DebtConsolidation,736.08,6,NA,12,0,13722,43426,0,0
Charged Off,6549,Short Term,725,10,Mortgage,37365,HomeImprovements,850.06,10.5,63,6,0,328,2279,0,0
Charged Off,18257,Short Term,741,10,Rent,40572,DebtConsolidation,1051.49,15.4,NA,20,0,23411,38953,0,0
Charged Off,10021,Short Term,747,2,Own Home,60126,DebtConsolidation,1387.91,14.9,15,11,0,3596,16801,0,0
Charged Off,24908,Long Term,708,4,Own Home,65756,DebtConsolidation,1030.17,17.8,NA,12,0,24232,57972,0,0
Charged Off,12242,Short Term,728,7,Rent,61212,DebtConsolidation,1453.79,10.9,73,12,0,10585,17971,0,0
Charged Off,25445,Short Term,721,8,Mortgage,142492,Other,730.27,17.2,4,20,0,13181,22377,0,0
Charged Off,12631,Short Term,671,7,Mortgage,49535,Other,842.1,13.6,NA,6,0,2262,9425,0,0
Charged Off,11987,Short Term,742,10,Mortgage,62931,DebtConsolidation,434.75,13,NA,10,1,3652,10494,1,0
Charged Off,19554,Long Term,666,10,Mortgage,54456,DebtConsolidation,1139.03,13.6,58,12,0,15130,19200,0,0
Charged Off,21734,Long Term,712,10,Mortgage,57298,DebtConsolidation,1079.11,23.4,46,24,0,27897,72460,0,0
Charged Off,11081,Short Term,734,10,Rent,56543,DebtConsolidation,862.28,20.9,51,12,0,10250,13330,0,0
Charged Off,8198,Short Term,715,1,Rent,49186,DebtConsolidation,668.1,15.9,NA,12,0,13330,14861,0,0
Charged Off,11384,Short Term,709,1,Rent,39596,Other,745.72,22,NA,14,0,27296,37239,0,0
Charged Off,3906,Short Term,731,2,Rent,39304,DebtConsolidation,273.16,15.9,76,19,0,1517,1769,0,0
Charged Off,9832,Short Term,715,10,Mortgage,68571,DebtConsolidation,1337.14,18.6,NA,21,0,27059,35188,0,0
Charged Off,35287,Long Term,679,7,Rent,136107,DebtConsolidation,1497.18,21.8,76,14,0,71063,124891,0,0
Charged Off,6097,Short Term,707,10,Mortgage,76208,Other,1632.11,17.4,NA,14,0,23151,25610,0,0
Charged Off,11317,Short Term,705,7,Mortgage,55602,BusinessLoan,824.75,15.7,NA,11,0,12733,21365,0,0
Charged Off,4171,Short Term,694,0.5,Own Home,11831,DebtConsolidation,345.07,10.5,NA,9,0,7589,9199,0,0
Charged Off,35494,Long Term,730,10,Mortgage,182538,DebtConsolidation,3605.13,33.5,NA,25,0,321899,522563,0,0
Charged Off,25028,Short Term,745,10,Own Home,65072,DebtConsolidation,786.28,24,NA,7,0,13468,20531,0,0
Charged Off,19423,Long Term,704,5,Own Home,40624,Other,531.49,11.6,NA,8,0,7981,12998,0,0
Charged Off,8536,Short Term,744,10,Mortgage,25255,DebtConsolidation,368.3,26.5,NA,8,0,16732,35525,0,0
Charged Off,9449,Short Term,746,2,Rent,44946,DebtConsolidation,546.84,13.3,NA,10,0,7271,50846,0,0
Charged Off,10649,Short Term,740,3,Rent,35496,DebtConsolidation,976.14,11.4,22,20,0,12226,29748,0,0
Charged Off,3247,Short Term,723,6,Mortgage,71036,DebtConsolidation,313.75,12.2,71,10,0,1544,4763,0,0
Charged Off,11863,Short Term,725,10,Mortgage,42510,DebtConsolidation,1144.23,29.7,3,14,0,12823,23529,0,0
Charged Off,12155,Short Term,711,10,Rent,75968,DebtConsolidation,1215.48,16.8,9,11,0,9301,19960,0,0
Charged Off,16114,Long Term,713,3,Mortgage,70497,DebtConsolidation,1580.31,23.1,45,9,0,5089,10782,0,0
Charged Off,30210,Long Term,715,0.5,Mortgage,82574,DebtConsolidation,1039.05,24,81,10,0,18599,28614,0,0
Charged Off,5674,Short Term,713,9,Rent,55726,DebtConsolidation,673.35,17.6,15,2,0,6347,7091,0,0
Charged Off,15906,Long Term,706,8,Mortgage,59646,DebtConsolidation,805.22,18.1,47,16,0,17350,25552,0,0
Charged Off,8328,Short Term,740,10,Rent,25010,HomeImprovements,132.13,22.6,18,7,0,288,16948,0,0
Charged Off,22432,Long Term,708,10,Rent,50240,DebtConsolidation,556.83,23.7,NA,3,0,20910,23104,0,0
Charged Off,8960,Long Term,683,6,Rent,32512,Other,761.33,8.4,NA,7,0,9847,14632,0,0
Charged Off,16363,Short Term,686,10,Rent,54709,HomePurchase,367,11.4,66,13,2,3921,16338,1,0
Charged Off,20820,Short Term,734,7,Rent,181260,HomePurchase,673.68,11.8,12,4,0,180,3605,0,0
Charged Off,7845,Short Term,707,2,Rent,29793,DebtConsolidation,811.86,11.5,15,12,0,11854,22839,0,0
Charged Off,7989,Long Term,678,5,Rent,39095,DebtConsolidation,452.53,16.3,53,5,0,6938,7288,0,0
Charged Off,15068,Short Term,656,1,Rent,58261,DebtConsolidation,1208.92,8.4,NA,8,0,9190,18680,0,0
Charged Off,14790,Long Term,732,1,Rent,30566,DebtConsolidation,470.2,12.5,NA,9,0,7156,13502,0,0
Charged Off,25193,Short Term,713,10,Own Home,84647,DebtConsolidation,1549.04,37.5,39,18,0,24508,77313,0,0
Charged Off,14090,Long Term,729,10,Mortgage,50320,DebtConsolidation,1153.16,17.2,25,11,1,13474,22344,1,0
Charged Off,5408,Short Term,745,9,Mortgage,38186,DebtConsolidation,738.26,11.2,NA,8,0,8658,15829,0,0
Charged Off,11965,Long Term,732,8,Rent,64812,DebtConsolidation,1501.46,34.9,NA,11,0,29168,42458,0,0
Charged Off,26686,Long Term,691,10,Mortgage,96672,DebtConsolidation,1780.38,21.7,NA,25,0,21770,27803,0,0
Charged Off,11126,Short Term,728,10,Rent,34769,DebtConsolidation,985.12,21.3,11,18,0,19602,34571,0,0
Charged Off,7905,Short Term,741,4,Rent,88929,DebtConsolidation,506.15,7.5,NA,9,0,4426,10174,0,0
Charged Off,5735,Short Term,704,4,Rent,25932,DebtConsolidation,581.31,27.1,NA,12,0,5028,7676,0,0
Charged Off,19277,Short Term,734,3,Rent,39340,Vacation,750.74,18.9,26,8,0,14074,16715,0,0
Charged Off,10813,Short Term,650,4,Own Home,21626,CarPurchase,124.17,9.9,NA,3,0,6435,6506,0,0
Charged Off,15156,Short Term,716,10,Mortgage,68707,DebtConsolidation,1087.87,17.8,41,16,0,10940,22510,0,0
Charged Off,5976,Short Term,748,10,Mortgage,39840,DebtConsolidation,567.72,15.3,NA,6,0,19990,35569,0,0
Charged Off,2983,Short Term,644,1,Rent,18098,Other,164.39,21.7,NA,11,0,6011,8156,0,0
Charged Off,12268,Short Term,696,2,Rent,78048,DebtConsolidation,663.41,10,NA,9,0,9839,16592,0,0
Charged Off,12214,Short Term,735,10,Rent,59032,DebtConsolidation,1160.97,13.9,NA,11,0,32267,39787,0,0
Charged Off,7211,Short Term,738,7,Rent,38057,DebtConsolidation,742.11,14.3,NA,5,0,2466,3305,0,0
Charged Off,29715,Short Term,738,10,Own Home,113908,DebtConsolidation,1651.66,21.9,4,12,0,49955,68998,0,0
Charged Off,8110,Long Term,697,10,Mortgage,59642,DebtConsolidation,1026.35,23.5,40,11,1,21827,25350,1,0
Charged Off,9891,Long Term,730,6,Rent,55548,DebtConsolidation,629.54,15.7,NA,8,0,3376,14677,0,0
Charged Off,1214,Short Term,715,2,Rent,10114,DebtConsolidation,69.79,12.7,6,4,0,811,12875,0,0
Charged Off,6096,Short Term,730,10,Mortgage,55880,DebtConsolidation,1108.28,17.8,36,11,0,17138,20524,0,0
Charged Off,19696,Long Term,703,0.5,Rent,49240,HomeImprovements,562.15,7.3,5,3,0,4823,7778,0,0
Charged Off,34475,Long Term,734,1,Rent,108350,DebtConsolidation,1796.81,23.4,80,17,0,46879,86813,0,0
Charged Off,4214,Short Term,697,0.5,Mortgage,23130,DebtConsolidation,636.09,14.2,22,8,0,14611,32325,0,0
Charged Off,12569,Long Term,711,0.5,Rent,35698,DebtConsolidation,428.37,13.6,57,4,0,2310,6546,0,0
Charged Off,32770,Short Term,687,3,Own Home,65540,DebtConsolidation,797.39,20.1,NA,12,0,30449,36205,0,0
Charged Off,35651,Long Term,721,2,Rent,146678,DebtConsolidation,1992.38,14.1,53,23,1,24826,69933,0,1
Charged Off,12932,Short Term,748,2,Rent,72620,DebtConsolidation,1204.28,28.7,NA,11,0,12851,16308,0,0
Charged Off,21327,Short Term,750,8,Mortgage,124575,DebtConsolidation,945.73,12.8,NA,11,0,21346,52968,0,0
Charged Off,13294,Long Term,698,10,Mortgage,43932,DebtConsolidation,911.59,17,NA,13,0,11739,14316,0,0
Charged Off,21818,Short Term,734,1,Rent,49030,DebtConsolidation,976.51,17.6,NA,7,0,18704,25207,0,0
Charged Off,19300,Short Term,726,1,Rent,56885,DebtConsolidation,1611.74,11.3,24,22,0,37027,56187,0,0
Charged Off,29106,Short Term,733,9,Mortgage,91512,DebtConsolidation,2203.91,15.5,76,21,0,23801,35737,0,0
Charged Off,25580,Long Term,650,10,Mortgage,82623,DebtConsolidation,1335.75,31.2,15,16,2,12732,15660,1,1
Charged Off,3064,Short Term,706,10,Rent,34721,Other,535.28,14.4,NA,7,0,1725,7467,0,0
Charged Off,8249,Short Term,673,10,Mortgage,99490,HomeImprovements,606.89,15.8,47,7,0,4498,5280,0,0
Charged Off,14216,Short Term,699,5,Rent,36554,DebtConsolidation,773.73,9.8,NA,6,0,7050,7359,0,0
Charged Off,9889,Short Term,683,1,Rent,78312,DebtConsolidation,306.07,14.9,NA,5,0,8246,10737,0,0
Charged Off,17395,Short Term,730,2,Rent,39816,DebtConsolidation,902.5,13,78,10,1,8721,19819,1,0
Charged Off,18758,Short Term,724,8,Rent,42678,DebtConsolidation,906.9,11,NA,11,0,21983,34618,0,0
Charged Off,14920,Short Term,626,1,Rent,41567,DebtConsolidation,1008.01,7.7,NA,6,0,8888,12465,0,0
Charged Off,24535,Long Term,736,6,Rent,29933,BusinessLoan,195.31,19.9,NA,12,0,11390,73484,0,0
Charged Off,10045,Short Term,709,1,Mortgage,45203,DebtConsolidation,738.31,8.1,NA,11,0,6479,8436,0,0
Charged Off,20750,Long Term,671,10,Mortgage,57695,DebtConsolidation,452.43,25.9,2,9,5,4824,8900,0,5
Charged Off,20078,Long Term,705,2,Rent,138036,DebtConsolidation,3232.35,37.2,21,15,0,48985,78755,0,0
Charged Off,11945,Long Term,681,10,Mortgage,477792,Other,2110.25,10.5,NA,7,0,207978,210931,0,0
Charged Off,17865,Long Term,687,3,Rent,48384,DebtConsolidation,1020.1,16.8,NA,11,1,15595,20440,1,0
Charged Off,6991,Short Term,671,6,Mortgage,79896,DebtConsolidation,615.2,25.9,NA,9,1,33059,33259,0,0
Charged Off,11008,Long Term,724,10,Mortgage,61158,DebtConsolidation,535.13,11.1,NA,8,0,17433,29749,0,0
Charged Off,4907,Short Term,717,4,Rent,54953,Other,1323.45,8.9,NA,16,0,21090,30521,0,0
Charged Off,15495,Long Term,746,7,Mortgage,89397,DebtConsolidation,1705.99,21.7,NA,10,0,16920,37516,0,0
Charged Off,7974,Short Term,715,7,Mortgage,35885,HomeImprovements,316.98,12,NA,5,0,2030,2990,0,0
Charged Off,9828,Short Term,734,0.5,Mortgage,39116,DebtConsolidation,593.26,30.4,NA,7,0,24772,45288,0,0
Charged Off,20254,Short Term,727,1,Mortgage,50635,DebtConsolidation,556.99,10.9,NA,5,0,5437,8340,0,0
Charged Off,11857,Long Term,677,6,Rent,37022,DebtConsolidation,1008.85,9.4,10,8,0,6967,14699,0,0
Charged Off,10012,Short Term,749,1,Own Home,68782,DebtConsolidation,948.06,16.7,NA,8,0,11268,23232,0,0
Charged Off,1022,Short Term,715,8,Own Home,51105,Other,1494.82,9.5,NA,12,0,21494,29524,0,0
Charged Off,8708,Short Term,720,10,Mortgage,61292,DebtConsolidation,1249.84,21.2,74,20,0,12870,26105,0,0
Charged Off,10070,Short Term,712,4,Own Home,36252,DebtConsolidation,695.74,17.7,49,8,0,6463,18308,0,0
Charged Off,35343,Long Term,697,1,Mortgage,254470,HomeImprovements,903.37,20.9,48,10,1,6896,38741,0,0
Charged Off,12174,Short Term,724,8,Mortgage,55798,DebtConsolidation,1432.14,12,NA,8,0,11898,17865,0,0
Charged Off,10195,Short Term,720,3,Mortgage,61170,DebtConsolidation,1636.3,19.8,NA,15,0,31566,41588,0,0
Charged Off,23283,Short Term,674,2,Rent,81844,DebtConsolidation,1855.14,22.9,NA,10,0,26932,33624,0,0
Charged Off,12391,Short Term,731,0.5,Mortgage,79944,MedicalBills,732.82,25.3,NA,11,1,1245,19764,1,0
Charged Off,18108,Long Term,666,7,Rent,55330,HomePurchase,88.53,14.7,80,6,0,4268,15083,0,0
Charged Off,14376,Short Term,732,2,Own Home,49915,DebtConsolidation,1268.67,16.5,27,13,0,12348,95721,0,0
Charged Off,21532,Long Term,712,4,Mortgage,48564,DebtConsolidation,1048.17,16.8,NA,19,0,15106,32697,0,0
Charged Off,18175,Long Term,731,10,Rent,100970,DebtConsolidation,1910.02,16.4,49,10,0,32495,54522,0,0
Charged Off,13662,Short Term,735,4,Rent,69300,DebtConsolidation,739.2,20,NA,10,0,6476,16820,0,0
Charged Off,18819,Long Term,677,10,Rent,64292,DebtConsolidation,798.3,24.2,41,6,2,4496,7252,1,1
Charged Off,11895,Long Term,630,7,Rent,39816,DebtConsolidation,647.01,11.6,39,6,0,7108,9160,0,0
Charged Off,34965,Long Term,685,8,Own Home,69930,DebtConsolidation,1095.57,18.2,NA,5,0,33344,46440,0,0
Charged Off,12181,Short Term,733,7,Mortgage,46175,DebtConsolidation,838.85,12.7,NA,16,0,13551,16445,0,0
Charged Off,25493,Long Term,692,10,Mortgage,60301,DebtConsolidation,814.06,17,65,11,0,12901,17458,0,0
Charged Off,13915,Short Term,694,1,Rent,39476,DebtConsolidation,1085.59,12.9,43,15,0,13457,20236,0,0
Charged Off,17376,Short Term,727,3,Own Home,96815,DebtConsolidation,1129.5,32.2,3,7,0,196,714,0,0
Charged Off,8280,Short Term,712,1,Rent,36471,DebtConsolidation,635.2,19.5,11,13,0,4386,6800,0,0
Charged Off,11857,Long Term,735,6,Rent,33595,DebtConsolidation,879.08,9.4,23,15,0,4962,19929,0,0
Charged Off,4891,Short Term,745,6,Mortgage,65539,DebtConsolidation,764.63,18.5,64,15,0,24771,32680,0,0
Charged Off,16203,Short Term,710,10,Mortgage,49622,DebtConsolidation,748.47,18.7,NA,12,0,13753,27562,0,0
Charged Off,35382,Short Term,727,10,Mortgage,151635,BusinessLoan,500.4,42.2,19,5,2,17472,19413,0,2
Charged Off,12805,Short Term,730,10,Mortgage,80032,DebtConsolidation,1527.28,18,40,10,0,7457,15095,0,0
Charged Off,11116,Long Term,721,10,Mortgage,79400,DebtConsolidation,873.4,14.4,37,7,2,8073,10821,2,0
Charged Off,5610,Short Term,733,2,Rent,72130,DebtConsolidation,1112,17.8,57,14,2,7762,15524,2,0
Charged Off,18770,Long Term,653,2,Rent,89939,DebtConsolidation,2525.8,15,38,14,0,21656,26091,0,0
Charged Off,30618,Short Term,716,10,Mortgage,153090,DebtConsolidation,1581.93,28.9,NA,28,0,29492,77003,0,0
Charged Off,7074,Short Term,724,3,Rent,24563,DebtConsolidation,333.64,16.8,32,4,0,7759,8057,0,0
Charged Off,9685,Long Term,685,7,Mortgage,70623,DebtConsolidation,1689.07,25.5,NA,14,0,24823,47645,0,0
Charged Off,11045,Short Term,716,0.5,Rent,50451,DebtConsolidation,475.07,12.5,NA,11,0,10691,16053,0,0
Charged Off,11595,Long Term,629,6,Rent,60498,BusinessLoan,1073.84,12.6,27,8,0,2116,2822,0,0
Charged Off,9936,Short Term,739,2,Mortgage,59616,DebtConsolidation,988.63,14.7,30,15,0,8630,20549,0,0
Charged Off,13053,Short Term,724,8,Rent,95570,DebtConsolidation,1353.9,13.9,21,9,0,10956,14589,0,0
Charged Off,15781,Short Term,729,4,Own Home,73973,DebtConsolidation,1652.05,13.8,39,10,0,8917,10941,0,0
Charged Off,15165,Long Term,715,10,Mortgage,40440,DebtConsolidation,866.09,14.7,NA,6,1,10722,15884,1,0
Charged Off,23899,Long Term,717,6,Rent,54769,DebtConsolidation,1131.9,13.4,NA,12,0,22821,27797,0,0
Charged Off,15826,Long Term,702,6,Rent,61324,DebtConsolidation,976.07,20.7,8,19,0,13057,17112,0,0
Charged Off,15350,Short Term,747,9,Mortgage,73680,DebtConsolidation,1283.26,27,63,21,0,17980,46221,0,0
Charged Off,26487,Long Term,672,2,Mortgage,71379,DebtConsolidation,1421.64,19.1,NA,11,0,23129,23649,0,0
Charged Off,20716,Short Term,747,10,Mortgage,90180,DebtConsolidation,811.62,19.4,NA,9,0,29558,31146,0,0
Charged Off,10031,Short Term,733,1,Rent,30093,DebtConsolidation,249.77,14.5,NA,4,0,7816,8723,0,0
Charged Off,34587,Short Term,714,1,Rent,118584,DebtConsolidation,1215.49,20.9,NA,19,0,7842,20747,0,0
Charged Off,12601,Long Term,733,6,Mortgage,47813,DebtConsolidation,804.85,22.3,NA,16,0,17336,27782,0,0
Charged Off,11761,Short Term,727,10,Mortgage,58806,DebtConsolidation,529.25,34.8,NA,7,1,15709,17651,1,0
Charged Off,24309,Short Term,709,1,Mortgage,76232,DebtConsolidation,1105.37,21.1,NA,17,1,5051,25508,1,0
Charged Off,15898,Long Term,685,10,Mortgage,64485,DebtConsolidation,806.06,20,3,5,1,1595,5973,0,1
Charged Off,29041,Long Term,631,10,Own Home,64701,DebtConsolidation,1773.88,18.6,NA,13,1,19878,33465,1,0
Charged Off,6097,Short Term,734,4,Rent,25403,Other,569.44,5.7,NA,8,0,5677,6301,0,0
Charged Off,5649,Short Term,739,3,Mortgage,63945,DebtConsolidation,1268.24,13.3,NA,12,0,22777,43802,0,0
Charged Off,4109,Short Term,701,1,Rent,31872,Other,730.4,7,NA,5,0,795,2685,0,0
