Current Loan Amount,Credit Score,Years in current job,Annual Income,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Loan Status,
22926,692,0.5,60475,1663.07,25,34.35647396,16,0,43254,72573,0,0,Charged Off,
8683,701,7,35521,716.34,9.8,34.08464084,25,0,8384,22783,0,0,Charged Off,
20318,664,10,76193,379.06,20.4,29.64223245,10,0,3826,13615,0,0,Charged Off,
34773,685,10,79977,786.43,16.1,32,10,0,15229,23145,0,0,Charged Off,
15074,680,8,50245,1180.76,16.6,33.95558074,12,0,17951,27034,0,0,Charged Off,
8257,710,8,55048,911.04,20.7,58,14,0,6061,9239,0,0,Charged Off,
15224,744,10,111639,99.54,19.3,33.00297898,6,0,3947,21568,0,0,Charged Off,
19902,616,10,92544,1650.37,31.8,26.28051101,14,0,38526,42477,0,0,Charged Off,
4259,713,0.5,59826,1525.56,17.2,7,14,0,33660,54642,0,0,Charged Off,
17712,684,0.5,68880,1779.4,23.6,32.4597244,20,0,34449,40057,0,0,Charged Off,
13950,670,10,41189,1359.25,18.3,13,9,0,16373,22155,0,0,Charged Off,
18497,613,0.5,47165,475.58,22.7,26,12,0,2908,11868,0,0,Charged Off,
20380,693,10,91710,1643.14,22.7,26,11,0,12020,18351,0,0,Charged Off,
7376,652,0.5,21878,182.32,24.5,38.19239077,9,1,4990,6309,1,0,Charged Off,
11421,736,10,35690,383.66,22,36.8166559,10,0,11190,21813,0,0,Charged Off,
7882,700,3,27415,703.65,13.3,64,11,0,6851,17041,0,0,Charged Off,
10533,733,2,49565,300.28,8.3,37.27335935,8,0,4945,8926,0,0,Charged Off,
24533,708,4,64614,1507.67,13.8,31,9,0,11349,14221,0,0,Charged Off,
20134,650,1,75503,924.91,15.8,5,11,0,14013,15101,0,0,Charged Off,
3579,624,2,28230,738.68,10.5,15,14,0,7294,12096,0,0,Charged Off,
11076,709,6,68614,949.16,17.4,19,10,0,18224,26958,0,0,Charged Off,
8197,743,3,43033,1050.73,18.6,32,10,0,17157,33707,0,0,Charged Off,
31720,682,10,80032,700.28,17.2,11,10,0,25431,31828,0,0,Charged Off,
17537,653,5,41804,512.09,19.7,7,14,1,9448,15288,0,1,Charged Off,
8516,693,5,112530,1162.81,20,51,10,1,4867,9507,1,0,Charged Off,
14277,730,10,57109,1308.74,23,35.61154384,15,0,11535,28623,0,0,Charged Off,
23414,734,2,195120,4666.62,29.1,19,24,0,25960,68676,0,0,Charged Off,
10862,692,1,32333,606.24,9.8,35.62442697,11,0,13037,18183,0,0,Charged Off,
27167,685,10,92042,2485.14,12.7,33.34346938,21,0,17435,50682,0,0,Charged Off,
11697,736,0.5,71197,872.16,25.3,60,7,0,8376,12409,0,0,Charged Off,
11327,741,10,75848,1308.37,19.3,36.80996793,12,0,31826,38024,0,0,Charged Off,
24603,731,10,66873,1554.79,30,35.95632546,14,0,30386,39208,0,0,Charged Off,
34070,718,3,89232,825.4,21.8,34.27962949,4,0,1638,29243,0,0,Charged Off,
24556,705,2,103446,752.57,22.1,78,15,0,7481,33849,0,0,Charged Off,
21284,699,6,61824,1190.1,11.7,35.0777924,14,0,13236,14187,0,0,Charged Off,
18412,728,10,49099,945.16,21.8,37.03991312,11,0,25620,36392,0,0,Charged Off,
8288,744,4,100494,603.8,14,16,10,0,8427,13883,0,0,Charged Off,
19821,747,1,45162,587.11,18.8,38.45415334,10,0,24029,45424,0,0,Charged Off,
10471,724,4,26367,333.97,20.4,63,20,0,2273,9018,0,0,Charged Off,
15656,667,2,35581,1043.71,17,32,15,1,25212,38609,0,1,Charged Off,
23255,600,10,67007,1328.98,15.1,39,9,0,42923,224728,0,0,Charged Off,
6859,730,10,53889,916.11,16.3,27,7,0,3898,8919,0,0,Charged Off,
8659,747,3,25368,232.54,12.9,39.60505861,4,0,6864,13175,0,0,Charged Off,
4002,659,6,28011,660.59,8,33.62923006,10,0,9391,17423,0,0,Charged Off,
15483,714,10,46065,1197.69,11.5,13,17,0,8066,28203,0,0,Charged Off,
15758,601,1,78792,1503.62,18.5,25.88905342,17,0,15061,17930,0,0,Charged Off,
2047,734,10,51583,907.01,11.6,36.29429776,17,0,10788,16054,0,0,Charged Off,
6644,731,3,50145,743.82,10.7,49,9,0,4134,10822,0,0,Charged Off,
2543,727,2,26409,455.55,16.8,37.06738034,6,0,2128,9674,0,0,Charged Off,
11685,740,10,35564,515.67,16.5,38.19343107,8,0,8014,15652,0,0,Charged Off,
11110,723,0.5,25286,103.89,19.7,29,9,0,1807,9511,0,0,Charged Off,
21314,647,8,96518,310.47,14.4,34.3970892,19,1,9677,36795,1,0,Charged Off,
8176,746,9,132860,1417.18,13.5,34.06687693,10,0,19998,26383,0,0,Charged Off,
5003,740,1,43022,595.13,6.3,38.1268618,10,0,2624,9903,0,0,Charged Off,
11917,730,10,74483,1235.17,29.4,35,13,0,35767,57228,0,0,Charged Off,
24900,748,1,89640,1060.74,21.2,43.60107903,6,1,5663,29343,1,0,Charged Off,
17259,710,7,43222,1004.9,11.7,49,9,0,3817,16740,0,0,Charged Off,
32881,706,3,134264,2830.73,20.2,44,19,0,33313,40135,0,0,Charged Off,
7918,728,5,28506,734.04,10.4,38.57507118,8,0,7386,11487,0,0,Charged Off,
29601,748,10,130244,1671.47,17.3,35.43621186,8,0,14125,27426,0,0,Charged Off,
24973,679,3,55877,1280.52,25.6,7,12,0,15959,34101,0,0,Charged Off,
9883,721,1,29649,711.58,11.4,9,7,0,9364,9846,0,0,Charged Off,
28255,719,10,176593,1464.24,28.3,40.56702857,11,0,338075,828614,0,0,Charged Off,
21308,623,10,162736,2102.01,12.2,23.31705854,27,0,24666,30117,0,0,Charged Off,
10032,724,2,40842,738.55,10.6,36.57817676,18,0,17663,29389,0,0,Charged Off,
11030,667,1,24585,530.61,22.9,24,19,0,13416,21261,0,0,Charged Off,
34668,684,1,123614,1400.96,15.3,35,19,0,4524,24190,0,0,Charged Off,
13299,664,6,39404,423.59,22.4,30.94505427,14,0,8842,10025,0,0,Charged Off,
24353,732,3,54794,1068.48,17.9,61,15,0,22668,37345,0,0,Charged Off,
10018,738,7,22768,203.39,15.8,58,4,0,8510,18030,0,0,Charged Off,
7250,733,2,68469,1534.85,11,37.74701578,10,0,25747,33745,0,0,Charged Off,
18256,732,7,91278,1528.91,15.9,36.13188107,11,0,24762,27574,0,0,Charged Off,
12029,737,5,36086,965.31,24.9,37.27927132,9,0,10535,14029,0,0,Charged Off,
19944,718,4,102712,1566.35,8.7,34.5048025,15,0,16014,48823,0,0,Charged Off,
17083,590,10,95871,428.23,18.5,19,7,0,5964,24545,0,0,Charged Off,
13442,725,7,35508,748.62,10.7,38.15382211,11,0,14768,19690,0,0,Charged Off,
17941,727,10,177413,1714.99,35.8,28,12,1,7462,10222,1,0,Charged Off,
8184,742,6,76725,773.64,14.5,36.13009087,7,0,6406,9721,0,0,Charged Off,
12145,743,2,50605,792.81,24.7,49,9,0,14437,23589,0,0,Charged Off,
11705,710,0.5,35014,866.6,14.5,36.52449077,8,0,4786,7609,0,0,Charged Off,
23825,712,6,178686,3246.13,22.5,30.10942683,15,0,20594,44098,0,0,Charged Off,
9823,722,1,34381,664.69,10.4,70,5,0,9296,11590,0,0,Charged Off,
17930,739,3,64747,749.98,17,78,9,0,6657,11951,0,0,Charged Off,
20987,722,10,73456,1156.94,17.4,45,17,0,16721,31371,0,0,Charged Off,
5015,709,10,75218,977.83,26,38.81703063,18,1,13144,26880,1,0,Charged Off,
30690,662,10,131967,1253.69,18.3,29.06999633,12,0,37751,78321,0,0,Charged Off,
12143,748,1,40476,411.51,13.5,38.43361752,9,0,9176,15117,0,0,Charged Off,
19522,665,1,58566,512.45,14,80,6,0,17871,20495,0,0,Charged Off,
8110,733,1,38521,834.61,18.2,50,11,2,4040,6893,2,0,Charged Off,
11882,729,4,35647,487.18,15.8,39,7,0,7491,8160,0,0,Charged Off,
11935,720,4,34811,626.6,15,26,11,1,8476,13020,1,0,Charged Off,
14348,731,9,91669,1650.04,19.1,36,14,1,13542,17034,1,0,Charged Off,
14816,714,9,98770,1242.85,31.6,15,11,1,11498,16103,1,0,Charged Off,
17372,737,7,38718,509.79,15.3,45.29601384,11,1,7738,12015,1,0,Charged Off,
28254,726,1,72137,961.82,15.8,35.69601266,18,0,29265,89224,0,0,Charged Off,
17510,709,10,49815,1237.08,24.3,8,20,0,28381,78400,0,0,Charged Off,
17238,736,3,64025,1835.38,25,37.0565689,7,0,9565,16240,0,0,Charged Off,
11537,717,1,45144,853.97,18.2,43.08634015,11,1,7769,11441,1,0,Charged Off,
24562,718,3,48100,625.3,12.3,37.58418934,7,0,15391,22734,0,0,Charged Off,
19930,735,0.5,80465,918.64,18,27,13,0,15206,20716,0,0,Charged Off,
4883,712,1,30275,711.45,9.1,37.02016231,9,0,5697,9671,0,0,Charged Off,
17048,722,0.5,39996,569.94,19.4,62,11,0,3980,20304,0,0,Charged Off,
15371,631,1,38939,395.87,16.3,31.11861446,9,0,32993,49097,0,0,Charged Off,
33652,643,10,76598,1129.81,35,47,27,0,40970,171424,0,0,Charged Off,
3024,737,1,97776,449.77,31.4,6,13,0,2163,10301,0,0,Charged Off,
9920,737,3,43648,1254.88,28.7,36.27304982,10,0,9479,33027,0,0,Charged Off,
10291,742,10,60766,876.04,22,36.18359415,10,0,9392,11859,0,0,Charged Off,
35630,665,6,108926,1661.12,26.7,22,32,0,17417,22708,0,0,Charged Off,
12177,747,8,105990,579.42,23.5,30.94389087,22,0,627,78391,0,0,Charged Off,
9767,695,10,60555,174.6,18.3,7,11,0,2877,13383,0,0,Charged Off,
21416,749,5,100960,1665.84,16.5,36.64477655,17,0,38887,64596,0,0,Charged Off,
20639,650,10,83971,1525.47,7.8,31.35461144,16,0,21637,30647,0,0,Charged Off,
7857,709,5,43496,706.82,7.5,36.93243674,7,0,10512,11195,0,0,Charged Off,
6082,720,10,31517,738.02,19.4,70,19,0,7027,24919,0,0,Charged Off,
13167,700,6,36817,730.21,12.2,36.2686524,7,0,6820,15643,0,0,Charged Off,
20305,736,1,47346,1117.36,17.3,38.46796831,10,0,23597,45204,0,0,Charged Off,
18043,741,10,52125,420.48,18.5,29,12,1,12104,26485,1,0,Charged Off,
9668,647,2,60426,555.92,9.8,31.67301806,6,0,22105,22261,0,0,Charged Off,
11768,595,0.5,56282,914.57,21.2,64,11,0,14437,17713,0,0,Charged Off,
4124,655,10,37444,377.56,16,31.78353396,10,0,18801,25406,0,0,Charged Off,
13239,732,3,49490,709.36,17,41,11,0,16262,21684,0,0,Charged Off,
15923,734,7,49760,1082.7,17.7,36.57107476,15,0,6096,23445,0,0,Charged Off,
2943,735,5,35320,515.08,9.3,26,9,0,4036,7747,0,0,Charged Off,
14718,706,7,42192,850.87,20.5,21,10,0,4124,10684,0,0,Charged Off,
8466,695,1,25896,211.05,8.6,36.33819116,5,0,7257,7474,0,0,Charged Off,
7336,742,10,32605,282.57,24.5,36.65503006,9,0,7352,38494,0,0,Charged Off,
10937,687,4,86479,204.67,16.2,56,4,0,4710,4983,0,0,Charged Off,
12563,657,3,39492,1010.33,12.1,45,16,0,11465,21631,0,0,Charged Off,
11951,639,10,137144,1508.58,22.2,36,22,0,15870,18916,0,0,Charged Off,
30363,683,8,101210,1383.21,12.8,39,23,0,30685,88941,0,0,Charged Off,
5594,713,2,40959,942.06,12.8,36.87672994,8,0,16625,18190,0,0,Charged Off,
15802,736,10,31603,503.8,17.2,37.86739851,9,0,1880,20894,0,0,Charged Off,
19698,732,10,64019,348.9,22.9,23,7,0,11178,14766,0,0,Charged Off,
8776,737,1,31879,310.82,14.7,37.70536157,7,0,2027,6124,0,0,Charged Off,
14903,728,10,173863,801.22,13.2,77,7,0,2611,3677,0,0,Charged Off,
12883,714,6,40260,741.46,15,35.99409298,13,0,10642,13286,0,0,Charged Off,
14909,730,7,49695,931.78,13,37.47089169,11,0,11618,23143,0,0,Charged Off,
16128,721,7,36288,795.31,34.4,34.81179218,13,0,22448,44364,0,0,Charged Off,
14538,709,1,36345,439.17,14.1,43.75584567,8,1,9892,15903,1,0,Charged Off,
15047,736,0.5,42788,211.8,32,35.29867591,5,0,7498,10532,0,0,Charged Off,
20130,734,10,51935,9.95,23.6,35.89743026,3,0,41,20633,0,0,Charged Off,
9271,725,0.5,59090,763.25,31.1,10,28,0,25084,55008,0,0,Charged Off,
15026,705,1,35777,810.94,10.4,37.74870518,8,1,3823,13003,0,1,Charged Off,
15938,680,8,70444,314.06,17.7,33.10104072,4,0,31466,31880,0,0,Charged Off,
7074,652,3,31440,686.44,18.8,39.63678113,10,1,21947,27298,1,0,Charged Off,
13987,747,3,128857,2147.62,31.3,36.18421701,14,0,110585,179814,0,0,Charged Off,
14642,751,10,70279,1083.47,15.6,21,18,0,8244,41016,0,0,Charged Off,
14288,619,3,51030,820.74,51.7,32,17,0,9550,22260,0,0,Charged Off,
17595,734,9,68425,832.51,12,16,9,2,7731,9874,1,0,Charged Off,
21344,702,10,109536,1241.41,9.9,33.28174721,7,0,4611,6043,0,0,Charged Off,
5923,741,6,50145,1203.47,8.5,45.88300905,13,1,11381,27558,1,0,Charged Off,
25026,710,10,70924,1057.95,30.8,40.96840231,12,1,22585,29068,1,0,Charged Off,
7092,694,1,40524,807.11,17.6,33.90137582,11,0,4948,9817,0,0,Charged Off,
19392,731,4,52577,736.08,6,38.14022336,12,0,13722,43426,0,0,Charged Off,
6549,725,10,37365,850.06,10.5,63,6,0,328,2279,0,0,Charged Off,
18257,741,10,40572,1051.49,15.4,38.15450528,20,0,23411,38953,0,0,Charged Off,
10021,747,2,60126,1387.91,14.9,15,11,0,3596,16801,0,0,Charged Off,
24908,708,4,65756,1030.17,17.8,35.22210845,12,0,24232,57972,0,0,Charged Off,
12242,728,7,61212,1453.79,10.9,73,12,0,10585,17971,0,0,Charged Off,
25445,721,8,142492,730.27,17.2,4,20,0,13181,22377,0,0,Charged Off,
12631,671,7,49535,842.1,13.6,33.34554228,6,0,2262,9425,0,0,Charged Off,
11987,742,10,62931,434.75,13,44.0570266,10,1,3652,10494,1,0,Charged Off,
19554,666,10,54456,1139.03,13.6,58,12,0,15130,19200,0,0,Charged Off,
21734,712,10,57298,1079.11,23.4,46,24,0,27897,72460,0,0,Charged Off,
11081,734,10,56543,862.28,20.9,51,12,0,10250,13330,0,0,Charged Off,
8198,715,1,49186,668.1,15.9,35.14506719,12,0,13330,14861,0,0,Charged Off,
11384,709,1,39596,745.72,22,35.0706689,14,0,27296,37239,0,0,Charged Off,
3906,731,2,39304,273.16,15.9,76,19,0,1517,1769,0,0,Charged Off,
9832,715,10,68571,1337.14,18.6,34.07076882,21,0,27059,35188,0,0,Charged Off,
35287,679,7,136107,1497.18,21.8,76,14,0,71063,124891,0,0,Charged Off,
6097,707,10,76208,1632.11,17.4,34.1864368,14,0,23151,25610,0,0,Charged Off,
11317,705,7,55602,824.75,15.7,34.69428998,11,0,12733,21365,0,0,Charged Off,
4171,694,0.5,11831,345.07,10.5,36.28607518,9,0,7589,9199,0,0,Charged Off,
35494,730,10,182538,3605.13,33.5,41.58445455,25,0,321899,522563,0,0,Charged Off,
25028,745,10,65072,786.28,24,37.12738925,7,0,13468,20531,0,0,Charged Off,
19423,704,5,40624,531.49,11.6,36.37170499,8,0,7981,12998,0,0,Charged Off,
8536,744,10,25255,368.3,26.5,37.72387418,8,0,16732,35525,0,0,Charged Off,
9449,746,2,44946,546.84,13.3,37.78773796,10,0,7271,50846,0,0,Charged Off,
10649,740,3,35496,976.14,11.4,22,20,0,12226,29748,0,0,Charged Off,
3247,723,6,71036,313.75,12.2,71,10,0,1544,4763,0,0,Charged Off,
11863,725,10,42510,1144.23,29.7,3,14,0,12823,23529,0,0,Charged Off,
12155,711,10,75968,1215.48,16.8,9,11,0,9301,19960,0,0,Charged Off,
16114,713,3,70497,1580.31,23.1,45,9,0,5089,10782,0,0,Charged Off,
30210,715,0.5,82574,1039.05,24,81,10,0,18599,28614,0,0,Charged Off,
5674,713,9,55726,673.35,17.6,15,2,0,6347,7091,0,0,Charged Off,
15906,706,8,59646,805.22,18.1,47,16,0,17350,25552,0,0,Charged Off,
8328,740,10,25010,132.13,22.6,18,7,0,288,16948,0,0,Charged Off,
22432,708,10,50240,556.83,23.7,35.94510214,3,0,20910,23104,0,0,Charged Off,
8960,683,6,32512,761.33,8.4,35.81395815,7,0,9847,14632,0,0,Charged Off,
16363,686,10,54709,367,11.4,66,13,2,3921,16338,1,0,Charged Off,
20820,734,7,181260,673.68,11.8,12,4,0,180,3605,0,0,Charged Off,
7845,707,2,29793,811.86,11.5,15,12,0,11854,22839,0,0,Charged Off,
7989,678,5,39095,452.53,16.3,53,5,0,6938,7288,0,0,Charged Off,
15068,656,1,58261,1208.92,8.4,32.94464568,8,0,9190,18680,0,0,Charged Off,
14790,732,1,30566,470.2,12.5,38.22398349,9,0,7156,13502,0,0,Charged Off,
25193,713,10,84647,1549.04,37.5,39,18,0,24508,77313,0,0,Charged Off,
14090,729,10,50320,1153.16,17.2,25,11,1,13474,22344,1,0,Charged Off,
5408,745,9,38186,738.26,11.2,39.04546444,8,0,8658,15829,0,0,Charged Off,
11965,732,8,64812,1501.46,34.9,35.00805247,11,0,29168,42458,0,0,Charged Off,
26686,691,10,96672,1780.38,21.7,30.9709608,25,0,21770,27803,0,0,Charged Off,
11126,728,10,34769,985.12,21.3,11,18,0,19602,34571,0,0,Charged Off,
7905,741,4,88929,506.15,7.5,35.46040029,9,0,4426,10174,0,0,Charged Off,
5735,704,4,25932,581.31,27.1,33.79364751,12,0,5028,7676,0,0,Charged Off,
19277,734,3,39340,750.74,18.9,26,8,0,14074,16715,0,0,Charged Off,
10813,650,4,21626,124.17,9.9,33.6235027,3,0,6435,6506,0,0,Charged Off,
15156,716,10,68707,1087.87,17.8,41,16,0,10940,22510,0,0,Charged Off,
5976,748,10,39840,567.72,15.3,39.14548797,6,0,19990,35569,0,0,Charged Off,
2983,644,1,18098,164.39,21.7,30.23976575,11,0,6011,8156,0,0,Charged Off,
12268,696,2,78048,663.41,10,33.29967546,9,0,9839,16592,0,0,Charged Off,
12214,735,10,59032,1160.97,13.9,38.19869225,11,0,32267,39787,0,0,Charged Off,
7211,738,7,38057,742.11,14.3,38.36984866,5,0,2466,3305,0,0,Charged Off,
29715,738,10,113908,1651.66,21.9,4,12,0,49955,68998,0,0,Charged Off,
8110,697,10,59642,1026.35,23.5,40,11,1,21827,25350,1,0,Charged Off,
9891,730,6,55548,629.54,15.7,36.09301153,8,0,3376,14677,0,0,Charged Off,
1214,715,2,10114,69.79,12.7,6,4,0,811,12875,0,0,Charged Off,
6096,730,10,55880,1108.28,17.8,36,11,0,17138,20524,0,0,Charged Off,
19696,703,0.5,49240,562.15,7.3,5,3,0,4823,7778,0,0,Charged Off,
34475,734,1,108350,1796.81,23.4,80,17,0,46879,86813,0,0,Charged Off,
4214,697,0.5,23130,636.09,14.2,22,8,0,14611,32325,0,0,Charged Off,
12569,711,0.5,35698,428.37,13.6,57,4,0,2310,6546,0,0,Charged Off,
32770,687,3,65540,797.39,20.1,33.88957219,12,0,30449,36205,0,0,Charged Off,
35651,721,2,146678,1992.38,14.1,53,23,1,24826,69933,0,1,Charged Off,
12932,748,2,72620,1204.28,28.7,35.33360736,11,0,12851,16308,0,0,Charged Off,
21327,750,8,124575,945.73,12.8,34.91449403,11,0,21346,52968,0,0,Charged Off,
13294,698,10,43932,911.59,17,34.76555767,13,0,11739,14316,0,0,Charged Off,
21818,734,1,49030,976.51,17.6,38.3219555,7,0,18704,25207,0,0,Charged Off,
19300,726,1,56885,1611.74,11.3,24,22,0,37027,56187,0,0,Charged Off,
29106,733,9,91512,2203.91,15.5,76,21,0,23801,35737,0,0,Charged Off,
25580,650,10,82623,1335.75,31.2,15,16,2,12732,15660,1,1,Charged Off,
3064,706,10,34721,535.28,14.4,35.58407261,7,0,1725,7467,0,0,Charged Off,
8249,673,10,99490,606.89,15.8,47,7,0,4498,5280,0,0,Charged Off,
14216,699,5,36554,773.73,9.8,36.80205388,6,0,7050,7359,0,0,Charged Off,
9889,683,1,78312,306.07,14.9,31.56703102,5,0,8246,10737,0,0,Charged Off,
17395,730,2,39816,902.5,13,78,10,1,8721,19819,1,0,Charged Off,
18758,724,8,42678,906.9,11,38.40516814,11,0,21983,34618,0,0,Charged Off,
14920,626,1,41567,1008.01,7.7,32.00500863,6,0,8888,12465,0,0,Charged Off,
24535,736,6,29933,195.31,19.9,37.47264226,12,0,11390,73484,0,0,Charged Off,
10045,709,1,45203,738.31,8.1,36.09164464,11,0,6479,8436,0,0,Charged Off,
20750,671,10,57695,452.43,25.9,2,9,5,4824,8900,0,5,Charged Off,
20078,705,2,138036,3232.35,37.2,21,15,0,48985,78755,0,0,Charged Off,
11945,681,10,477792,2110.25,10.5,17.49802503,7,0,207978,210931,0,0,Charged Off,
17865,687,3,48384,1020.1,16.8,41.92864356,11,1,15595,20440,1,0,Charged Off,
6991,671,6,79896,615.2,25.9,32.98775227,9,1,33059,33259,0,0,Charged Off,
11008,724,10,61158,535.13,11.1,36.56267338,8,0,17433,29749,0,0,Charged Off,
4907,717,4,54953,1323.45,8.9,36.38913835,16,0,21090,30521,0,0,Charged Off,
15495,746,7,89397,1705.99,21.7,36.28638318,10,0,16920,37516,0,0,Charged Off,
7974,715,7,35885,316.98,12,36.67637739,5,0,2030,2990,0,0,Charged Off,
9828,734,0.5,39116,593.26,30.4,36.22644135,7,0,24772,45288,0,0,Charged Off,
20254,727,1,50635,556.99,10.9,37.73148521,5,0,5437,8340,0,0,Charged Off,
11857,677,6,37022,1008.85,9.4,10,8,0,6967,14699,0,0,Charged Off,
10012,749,1,68782,948.06,16.7,37.07938261,8,0,11268,23232,0,0,Charged Off,
1022,715,8,51105,1494.82,9.5,37.08633336,12,0,21494,29524,0,0,Charged Off,
8708,720,10,61292,1249.84,21.2,74,20,0,12870,26105,0,0,Charged Off,
10070,712,4,36252,695.74,17.7,49,8,0,6463,18308,0,0,Charged Off,
35343,697,1,254470,903.37,20.9,48,10,1,6896,38741,0,0,Charged Off,
12174,724,8,55798,1432.14,12,37.77473045,8,0,11898,17865,0,0,Charged Off,
10195,720,3,61170,1636.3,19.8,35.97870048,15,0,31566,41588,0,0,Charged Off,
23283,674,2,81844,1855.14,22.9,32.54479201,10,0,26932,33624,0,0,Charged Off,
12391,731,0.5,79944,732.82,25.3,40.46074363,11,1,1245,19764,1,0,Charged Off,
18108,666,7,55330,88.53,14.7,80,6,0,4268,15083,0,0,Charged Off,
14376,732,2,49915,1268.67,16.5,27,13,0,12348,95721,0,0,Charged Off,
21532,712,4,48564,1048.17,16.8,35.25786295,19,0,15106,32697,0,0,Charged Off,
18175,731,10,100970,1910.02,16.4,49,10,0,32495,54522,0,0,Charged Off,
13662,735,4,69300,739.2,20,35.1510759,10,0,6476,16820,0,0,Charged Off,
18819,677,10,64292,798.3,24.2,41,6,2,4496,7252,1,1,Charged Off,
11895,630,7,39816,647.01,11.6,39,6,0,7108,9160,0,0,Charged Off,
34965,685,8,69930,1095.57,18.2,35.43606802,5,0,33344,46440,0,0,Charged Off,
12181,733,7,46175,838.85,12.7,37.0811648,16,0,13551,16445,0,0,Charged Off,
25493,692,10,60301,814.06,17,65,11,0,12901,17458,0,0,Charged Off,
13915,694,1,39476,1085.59,12.9,43,15,0,13457,20236,0,0,Charged Off,
17376,727,3,96815,1129.5,32.2,3,7,0,196,714,0,0,Charged Off,
8280,712,1,36471,635.2,19.5,11,13,0,4386,6800,0,0,Charged Off,
11857,735,6,33595,879.08,9.4,23,15,0,4962,19929,0,0,Charged Off,
4891,745,6,65539,764.63,18.5,64,15,0,24771,32680,0,0,Charged Off,
16203,710,10,49622,748.47,18.7,35.15158163,12,0,13753,27562,0,0,Charged Off,
35382,727,10,151635,500.4,42.2,19,5,2,17472,19413,0,2,Charged Off,
12805,730,10,80032,1527.28,18,40,10,0,7457,15095,0,0,Charged Off,
11116,721,10,79400,873.4,14.4,37,7,2,8073,10821,2,0,Charged Off,
5610,733,2,72130,1112,17.8,57,14,2,7762,15524,2,0,Charged Off,
18770,653,2,89939,2525.8,15,38,14,0,21656,26091,0,0,Charged Off,
30618,716,10,153090,1581.93,28.9,27.93136521,28,0,29492,77003,0,0,Charged Off,
7074,724,3,24563,333.64,16.8,32,4,0,7759,8057,0,0,Charged Off,
9685,685,7,70623,1689.07,25.5,32.12868345,14,0,24823,47645,0,0,Charged Off,
11045,716,0.5,50451,475.07,12.5,35.50833966,11,0,10691,16053,0,0,Charged Off,
11595,629,6,60498,1073.84,12.6,27,8,0,2116,2822,0,0,Charged Off,
9936,739,2,59616,988.63,14.7,30,15,0,8630,20549,0,0,Charged Off,
13053,724,8,95570,1353.9,13.9,21,9,0,10956,14589,0,0,Charged Off,
15781,729,4,73973,1652.05,13.8,39,10,0,8917,10941,0,0,Charged Off,
15165,715,10,40440,866.09,14.7,44.96525424,6,1,10722,15884,1,0,Charged Off,
23899,717,6,54769,1131.9,13.4,37.28018249,12,0,22821,27797,0,0,Charged Off,
15826,702,6,61324,976.07,20.7,8,19,0,13057,17112,0,0,Charged Off,
15350,747,9,73680,1283.26,27,63,21,0,17980,46221,0,0,Charged Off,
26487,672,2,71379,1421.64,19.1,32.9086908,11,0,23129,23649,0,0,Charged Off,
20716,747,10,90180,811.62,19.4,36.5027937,9,0,29558,31146,0,0,Charged Off,
10031,733,1,30093,249.77,14.5,38.215475,4,0,7816,8723,0,0,Charged Off,
34587,714,1,118584,1215.49,20.9,31.0000174,19,0,7842,20747,0,0,Charged Off,
12601,733,6,47813,804.85,22.3,35.76204125,16,0,17336,27782,0,0,Charged Off,
11761,727,10,58806,529.25,34.8,41.33570077,7,1,15709,17651,1,0,Charged Off,
24309,709,1,76232,1105.37,21.1,40.24399418,17,1,5051,25508,1,0,Charged Off,
15898,685,10,64485,806.06,20,3,5,1,1595,5973,0,1,Charged Off,
29041,631,10,64701,1773.88,18.6,38.43105788,13,1,19878,33465,1,0,Charged Off,
6097,734,4,25403,569.44,5.7,39.42215208,8,0,5677,6301,0,0,Charged Off,
5649,739,3,63945,1268.24,13.3,37.2895094,12,0,22777,43802,0,0,Charged Off,
4109,701,1,31872,730.4,7,36.77005314,5,0,795,2685,0,0,Charged Off,
14754,688,2,88524,1305.73,13,57,12,0,12791,15447,0,0,Charged Off,
10007,737,2,60042,1055.74,5.7,11,11,0,7527,16222,0,0,Charged Off,
34993,682,10,349930,4053.36,46,18.9376089,10,1,59513,139049,0,1,Charged Off,
